,prompton,beltzvilleCombined,fewalter,blueMarsh
1972-06-26,,424.5896298867597,1386.724683,
1972-06-27,,343.4043600014025,1070.091367,
1972-06-28,,295.8129948862338,820.6618578,
1972-06-29,,262.2190901160453,666.2223428,
1972-06-30,,251.95428592082382,604.1880607,
1972-07-01,,346.7229693531929,1467.6898699297742,
1972-07-02,,290.84612725341833,1272.32622945449,
1972-07-03,,260.75859668733574,1121.2887932060553,
1972-07-04,,242.13298265407755,1039.2032299170971,
1972-07-05,,237.8347640651289,1032.6363850064165,
1972-07-06,,226.37284775402546,1095.0214130552126,
1972-07-07,,207.74723369859515,1021.1444060951503,
1972-07-08,,194.85257782088865,878.3155261756114,
1972-07-09,,187.6888800987339,927.5668641489862,
1972-07-10,,170.49600558773454,929.2085753131414,
1972-07-11,,157.60134971002807,837.2727445311323,
1972-07-12,,149.00491244344235,707.5775546870146,
1972-07-13,,174.79422422102743,643.5508154740633,
1972-07-14,,156.16861016559713,622.2085690697461,
1972-07-15,,143.27395426571854,568.0320973498458,
1972-07-16,,131.81203793244302,581.1657874252671,
1972-07-17,,136.11025656573588,904.5829063264539,
1972-07-18,,124.64834021028825,784.7379842294471,
1972-07-19,,120.3501215991675,733.8449348378572,
1972-07-20,,116.05190296587463,636.9839703093227,
1972-07-21,,111.75368433258177,543.4064283631584,
1972-07-22,,104.589986610427,489.2299566432581,
1972-07-23,,100.29176799930624,430.12835117683227,
1972-07-24,,94.56080982158242,382.5187243676126,
1972-07-25,,93.12807027715148,346.4010767237191,
1972-07-26,,91.69533073272052,325.0588303194019,
1972-07-27,,90.26259118828956,303.7165839150848,
1972-07-28,,85.9643725549967,288.9411824214484,
1972-07-29,,83.0988934883069,279.0909149283974,
1972-07-30,,81.66615394387594,270.88235859950163,
1972-07-31,,83.0988934883069,270.88235859950163,
1972-08-01,,48.71155462474151,158.2817283717037,
1972-08-02,,46.19199145180722,152.727983566817,
1972-08-03,,45.35213706082912,145.32299044588697,
1972-08-04,,45.35213706082912,143.47174212984365,
1972-08-05,,41.992719496916735,133.28987653484864,
1972-08-06,,40.31301071496055,124.95925925589695,
1972-08-07,,47.871700233763406,143.47174212984365,
1972-08-08,,52.910826566634974,197.15794243564042,
1972-08-09,,41.992719496916735,179.57108364809378,
1972-08-10,,39.47315632398245,150.87673525077366,
1972-08-11,,37.79344755502328,131.43862824745398,
1972-08-12,,36.953593164045174,123.10801096850228,
1972-08-13,,36.11373877306708,117.55426610631827,
1972-08-14,,34.43402999111089,110.14927297106391,
1972-08-15,,35.27388438208899,107.37240053997192,
1972-08-16,,35.27388438208899,100.89303154841491,
1972-08-17,,32.754321209154696,99.96740740471756,
1972-08-18,,33.59417560013279,101.81865569211224,
1972-08-19,,31.914466818176603,112.92614540215592,
1972-08-20,,30.234758036220413,100.89303154841491,
1972-08-21,,29.394903645242316,93.48803839883621,
1972-08-22,,28.555049254264222,89.7855418383712,
1972-08-23,,28.555049254264222,85.15742111988453,
1972-08-24,,33.59417560013279,92.56241425513888,
1972-08-25,,32.754321209154696,110.14927297106391,
1972-08-26,,28.555049254264222,96.26491082992823,
1972-08-27,,30.234758036220413,93.48803839883621,
1972-08-28,,34.43402999111089,120.33113853741028,
1972-08-29,,28.555049254264222,112.92614540215592,
1972-08-30,,27.715194863286126,108.29802468366925,
1972-08-31,,26.87534048530504,95.33928668623089,
1972-09-01,,26.931042075160367,74.056263163857,
1972-09-02,,26.931042075160367,70.07474363428074,
1972-09-03,,26.931042075160367,68.48213582245023,
1972-09-04,,25.19355548793143,62.90800849336653,
1972-09-05,,25.19355548793143,61.315400681536026,
1972-09-06,,24.32481219431696,59.72279286970552,
1972-09-07,,23.45606890070249,58.92648896379027,
1972-09-08,,23.45606890070249,57.33388115195977,
1972-09-09,,22.587325607088022,56.53757725836757,
1972-09-10,,22.587325607088022,53.35236163470657,
1972-09-11,,21.718582313473554,51.759753822876064,
1972-09-12,,22.587325607088022,52.556057728791316,
1972-09-13,,24.32481219431696,63.70431239928178,
1972-09-14,,28.668528648945227,89.98234125751591,
1972-09-15,,25.19355548793143,110.68624278666633,
1972-09-16,,27.79978536877483,148.112526327714,
1972-09-17,,25.19355548793143,154.4829575503899,
1972-09-18,,28.668528648945227,238.09486754826074,
1972-09-19,,47.78088109501945,264.3728964188179,
1972-09-20,,29.537271942559695,259.5950730326186,
1972-09-21,,27.79978536877483,245.2616027507902,
1972-09-22,,26.931042075160367,234.90965199853804,
1972-09-23,,25.19355548793143,200.66858406882832,
1972-09-24,,25.19355548793143,144.92731065476076,
1972-09-25,,26.062298781545895,189.52032933672263,
1972-09-26,,25.19355548793143,125.81601698673306,
1972-09-27,,24.32481219431696,123.4271052936334,
1972-09-28,,24.32481219431696,103.51950764575213,
1972-09-29,,24.32481219431696,84.4082139284322,
1972-09-30,,26.062298781545895,80.42669439885594,
1972-10-01,,24.608056931069235,83.36429506029243,
1972-10-02,,22.910949554701475,79.54024482382556,
1972-10-03,,22.062395866517598,71.89214436272749,
1972-10-04,,22.062395866517598,65.00885393708711,
1972-10-05,,22.062395866517598,62.714423807042664,
1972-10-06,,22.910949554701475,62.714423807042664,
1972-10-07,,37.33636224069579,150.66757910375264,
1972-10-08,,28.002271670673117,143.0194786308189,
1972-10-09,,23.759503242885355,140.72504851261013,
1972-10-10,,23.759503242885355,143.0194786308189,
1972-10-11,,22.910949554701475,138.43061839440136,
1972-10-12,,22.910949554701475,131.5473279214183,
1972-10-13,,22.910949554701475,126.95846768500074,
1972-10-14,,22.910949554701475,120.07517733037442,
1972-10-15,,22.910949554701475,105.54378639629327,
1972-10-16,,22.910949554701475,92.54201561597726,
1972-10-17,,22.910949554701475,75.71619458735869,
1972-10-18,,22.062395866517598,49.712653014890975,
1972-10-19,,25.456610619253112,52.771893204064476,
1972-10-20,,25.456610619253112,52.007083156771095,
1972-10-21,,23.759503242885355,51.24227310947772,
1972-10-22,,23.759503242885355,52.007083156771095,
1972-10-23,,23.759503242885355,52.771893204064476,
1972-10-24,,23.759503242885355,52.771893204064476,
1972-10-25,,23.759503242885355,52.771893204064476,
1972-10-26,,23.759503242885355,51.24227310947772,
1972-10-27,,22.910949554701475,50.47746306218435,
1972-10-28,,47.51900648577071,151.43238922206007,
1972-10-29,,50.91322122537459,419.8807154196216,
1972-10-30,,28.850825358856998,354.1070515180908,
1972-10-31,,23.759503242885355,300.5703482075546,
1972-11-01,,20.23384474931721,300.64075794705747,
1972-11-02,,30.755444019463162,321.3151939674955,
1972-11-03,,32.37415160141254,329.92954234267205,
1972-11-04,,26.708675064589716,297.19501854366297,
1972-11-05,,26.708675064589716,270.4905386339395,
1972-11-06,,23.47125991321597,251.53897231519875,
1972-11-07,,22.661906122241277,207.60579565512208,
1972-11-08,,174.01106480905798,938.9639718277698,
1972-11-09,,455.6661837926996,4195.187653645227,
1972-11-10,,263.03998169102374,2747.977128215278,
1972-11-11,,181.2952489779302,1547.136966528674,
1972-11-12,,146.4930359910686,1041.4747172790755,
1972-11-13,,119.7843609264789,753.7554818947831,
1972-11-14,,232.28453778428562,1232.7132509680382,
1972-11-15,,300.27025615100945,1610.883143758446,
1972-11-16,,233.90324526603493,1126.756766113338,
1972-11-17,,191.00749449467648,845.9290094025247,
1972-11-18,,160.25205046268832,678.8106511373945,
1972-11-19,,144.87432838406923,586.6371236296528,
1972-11-20,,241.99678317578184,857.9890971810958,
1972-11-21,,192.62620197642585,805.4415721458427,
1972-11-22,,170.7736497203093,657.2747801994531,
1972-11-23,,150.53980494594205,571.131296580997,
1972-11-24,,136.78079047432234,524.6138154350292,
1972-11-25,,124.64048365980203,497.9093355253057,
1972-11-26,,284.89253407239033,994.9572361331079,
1972-11-27,,264.6586892980231,1222.376033024474,
1972-11-28,,221.7629384014146,983.7585832720404,
1972-11-29,,195.86361719042463,868.3263151246599,
1972-11-30,,165.91752689931113,731.3581761726479,
1972-12-01,,199.9004134333132,700.4311165910035,
1972-12-02,,177.80087018109265,624.5223255731921,
1972-12-03,,165.7465740030208,569.3159321663702,
1972-12-04,,161.72847517336132,556.3769336928743,
1972-12-05,,160.7239505436731,565.8655325200419,
1972-12-06,,244.09949978230097,916.0810908822888,
1972-12-07,,375.6922343550294,1418.9768315254655,
1972-12-08,,359.6198391918448,1181.7618591109035,
1972-12-09,,430.9410922524008,1414.66383096638,
1972-12-10,,404.823450325974,1319.7778426947034,
1972-12-11,,351.58364168797914,1108.4408678945833,
1972-12-12,,306.3800307093031,916.0810908822888,
1972-12-13,,285.2850120867708,809.1187035814831,
1972-12-14,,249.12212324164864,732.3473127188348,
1972-12-15,,224.00900594491017,668.5149203296822,
1972-12-16,,225.0135307300517,620.2093260820269,
1972-12-17,,187.84611709978805,558.9647333608755,
1972-12-18,,166.75109863270902,566.7281324983691,
1972-12-19,,160.7239505436731,547.7509347105437,
1972-12-20,,165.7465740030208,562.4151330072037,
1972-12-21,,174.78729613657467,614.1711267676974,
1972-12-22,,289.3031109164303,1082.5628709475914,
1972-12-23,,301.35740724995543,1272.334848425375,
1972-12-24,,279.25786399773483,1081.7002711027544,
1972-12-25,,253.14022207130813,907.4550918999582,
1972-12-26,,232.04520360422916,806.5309039134821,
1972-12-27,,223.00448131522194,753.9123101746613,
1972-12-28,,193.87326534427729,668.5149203296822,
1972-12-29,,172.77824672174492,588.2931299541956,
1972-12-30,,163.73752458819106,556.3769336928743,
1972-12-31,,357.6107899324683,997.1654811026125,
1973-01-01,,473.5692323193162,1483.201719744998,
1973-01-02,,384.5034592954222,1180.439962787403,
1973-01-03,,319.33338137466785,924.0024095096635,
1973-01-04,,328.0227250638175,835.4900927471938,
1973-01-05,,292.1791824091081,766.0037879954974,
1973-01-06,,243.30162396854232,634.4761397749363,
1973-01-07,,210.71658500816514,523.6289392919871,
1973-01-08,,198.76873745659535,479.78638997047636,
1973-01-09,,182.47621797640676,446.69767338547393,
1973-01-10,,171.61453832294768,413.6089568004716,
1973-01-11,,161.83902665164334,330.88716546598016,
1973-01-12,,152.06351496353017,239.89319498523818,
1973-01-13,,141.20183532687992,186.95124852604312,
1973-01-14,,134.68482753480447,190.2601201077346,
1973-01-15,,132.51249162092142,193.5689918174407,
1973-01-16,,127.0816517941919,183.64237681633702,
1973-01-17,,123.82314789815419,185.29681267119008,
1973-01-18,,118.39230808823345,225.00327254759003,
1973-01-19,,121.65081196746239,287.8718340078887,
1973-01-20,,129.2539877248837,392.92850893484507,
1973-01-21,,108.61679640012028,335.8504729025247,
1973-01-22,,143.3741712575717,579.8797574608882,
1973-01-23,,188.993225701247,1396.3438376852503,
1973-01-24,,133.59865958626733,896.7042183526395,
1973-01-25,,120.56464400211645,617.1045636190158,
1973-01-26,,117.30614012288753,522.8017214285678,
1973-01-27,,142.2880032922258,567.4714887415123,
1973-01-28,,181.390050078296,770.9670955600566,
1973-01-29,,178.13154604778796,667.5648563599387,
1973-01-30,,166.18369849621814,541.8277334393413,
1973-01-31,,155.3220188595679,486.40413326187394,
1973-02-01,,147.48446524424295,438.3249196387852,
1973-02-02,,323.80048015297336,1122.2482376739379,
1973-02-03,,659.7989233707677,2720.343372372807,
1973-02-04,,482.3740029129589,1731.127601200737,
1973-02-05,,373.70123895665415,1227.1392204763506,
1973-02-06,,310.49361105857537,957.6631998670372,
1973-02-07,,272.7908154913222,796.4892507214672,
1973-02-08,,256.15722916622633,720.5925233879351,
1973-02-09,,237.30583129679638,605.4682742056225,
1973-02-10,,197.3852241852091,537.2464967559922,
1973-02-11,,179.64273217374955,469.0247194383312,
1973-02-12,,166.3358630450302,417.8583863511085,
1973-02-13,,156.35571126713342,392.2752198074971,
1973-02-14,,149.70227675425573,366.692053395855,
1973-02-15,,180.75163786011328,392.2752198074971,
1973-02-16,,164.11805155217814,358.1643312146512,
1973-02-17,,136.39540771133974,349.63660903344737,
1973-02-18,,149.70227675425573,332.58116467103986,
1973-02-19,,125.30635016127587,327.4645314151053,
1973-02-20,,119.76182140340458,314.6729481432996,
1973-02-21,,117.54400989339182,303.5869093341285,
1973-02-22,,114.21729262837266,295.0591871529248,
1973-02-23,,109.7816696083471,286.53146497172094,
1973-02-24,,103.12823509546945,274.592653865248,
1973-02-25,,97.5837063204375,257.5372095028404,
1973-02-26,,94.25698905541833,243.04008190036936,
1973-02-27,,90.93027180755983,238.77622080976747,
1973-02-28,,87.60355454254068,235.36513188449828,
1973-03-01,,74.02711259514535,247.51420819684012,
1973-03-02,,74.02711259514535,273.521135960206,
1973-03-03,,74.97617814236673,325.53499120937533,
1973-03-04,,90.16122688322177,412.5236803280668,
1973-03-05,,83.5177680526721,492.3380445895895,
1973-03-06,,82.56870250545072,484.26692917731754,
1973-03-07,,80.67057141100794,453.7760484996547,
1973-03-08,,118.633193255802,622.3726829900753,
1973-03-09,,105.34627560938972,676.1801196270134,
1973-03-10,,96.80468569908437,515.6546005488647,
1973-03-11,,97.75375124630575,429.5627019852764,
1973-03-12,,102.49907898241266,426.8723301811857,
1973-03-13,,96.80468569908437,418.8012146301325,
1973-03-14,,94.9065546046416,403.5557743606917,
1973-03-15,,109.14253779827526,486.06051042630503,
1973-03-16,,101.55001343519127,488.7508822303957,
1973-03-17,,166.08647061687117,838.4992199541495,
1973-03-18,,193.60937139816875,1108.4331934163804,
1973-03-19,,183.16965043748186,811.5955016356803,
1973-03-20,,163.23927385771032,639.4117046472848,
1973-03-21,,148.05422516091653,588.2946398144375,
1973-03-22,,137.6145041855426,530.9000408183056,
1973-03-23,,128.12384872801582,470.8150700180831,
1973-03-24,,120.53132435024476,440.3241893404202,
1973-03-25,,115.78599662882495,410.73009921786047,
1973-03-26,,163.23927385771032,575.7395713490872,
1973-03-27,,129.0729142752372,587.3978492593343,
1973-03-28,,116.73506217604633,486.06051042630503,
1973-03-29,,113.88786553438219,418.8012146301325,
1973-03-30,,116.73506217604633,398.1750306137292,
1973-03-31,,114.83693108160357,400.8654024178199,
1973-04-01,,177.54828803519138,495.2135045238671,
1973-04-02,,300.1411534898434,1161.423809021792,
1973-04-03,,293.80014326128247,1337.499721817079,
1973-04-04,,340.3008853190092,1238.4570208861055,
1973-04-05,,416.39300887948303,1638.0138999114872,
1973-04-06,,369.8922666582078,1228.298795112646,
1973-04-07,,317.0505143719201,936.2498052719553,
1973-04-08,,317.0505143719201,932.8637299704684,
1973-04-09,,295.9138133919856,932.0172112105973,
1973-04-10,,356.15341105396004,1304.4854882170882,
1973-04-11,,336.07354522115145,1248.6152466595647,
1973-04-12,,299.08431850626613,962.4918883999737,
1973-04-13,,259.9814218242261,772.8716746607421,
1973-04-14,,228.27637035432443,652.666003422979,
1973-04-15,,203.96916426010947,570.5536787374368,
1973-04-16,,186.00296839445545,515.5299560707855,
1973-04-17,,174.3777829209109,472.35749669733553,
1973-04-18,,164.86626741452096,454.580601692033,
1973-04-19,,152.18424687562486,434.2641501451145,
1973-04-20,,141.61589640201245,408.02206701709605,
1973-04-21,,133.1612160100387,369.08220170500397,
1973-04-22,,126.8202057324132,352.15182545957236,
1973-04-23,,124.70653563441974,366.5426452943895,
1973-04-24,,124.70653563441974,460.50623327313286,
1973-04-25,,113.08135011181062,416.48725513981185,
1973-04-26,,129.99071087940337,442.72933826783026,
1973-04-27,,121.53603048742957,461.35275216400527,
1973-04-28,,140.55906135301575,596.7957619964567,
1973-04-29,,114.13818516080734,610.3400629404014,
1973-04-30,,104.62666971983684,492.67394811325266,
1973-05-01,,116.43116105340545,436.52775951652086,
1973-05-02,,115.20556988302471,389.78842361794096,
1973-05-03,,120.10793454558126,379.20593257409104,
1973-05-04,,116.43116105340545,394.19779493170273,
1973-05-05,,110.30320520150175,369.50531560193156,
1973-05-06,,105.4008405199788,336.8759679892729,
1973-05-07,,100.49847585742224,312.18348865950173,
1973-05-08,,100.49847585742224,291.01850629885627,
1973-05-09,,171.58276364467312,441.8190051749186,
1973-05-10,,156.87566961907064,743.4200026540975,
1973-05-11,,534.3577496411448,1753.1660320043345,
1973-05-12,,460.8222796079645,1343.9763748514931,
1973-05-13,,362.77498597750525,1010.6279039678188,
1973-05-14,,288.0139246601458,760.1756135645086,
1973-05-15,,252.47178083290274,671.1063132175833,
1973-05-16,,232.86232218267654,849.2449140479065,
1973-05-17,,218.15522810017484,836.0168001066212,
1973-05-18,,248.79500735969333,1149.0821629742861,
1973-05-19,,197.32017816576945,1011.5097781759819,
1973-05-20,,188.7410400110371,816.6155662987751,
1973-05-21,,200.99695163897886,776.0493502667562,
1973-05-22,,185.06426649989487,779.5768473723548,
1973-05-23,,174.0339459854346,680.8069300532701,
1973-05-24,,175.25953715581534,686.980049919831,
1973-05-25,,164.2292166413551,702.8537866220787,
1973-05-26,,154.42448727830916,622.6032287662042,
1973-05-27,,148.29653144537187,581.1551385260221,
1973-05-28,,196.09458707125435,710.7906549049661,
1973-05-29,,204.67372530185233,1000.045412787496,
1973-05-30,,178.93631066695755,863.3549021973549,
1973-05-31,,186.2898576702756,696.6806667555178,
1973-06-01,,110.10770407566994,422.6085473,
1973-06-02,,110.10770407566994,379.9599783,
1973-06-03,,97.19852497373927,332.1418858,
1973-06-04,,94.92043454191302,307.5866491,
1973-06-05,,92.64234412183816,307.5866491,
1973-06-06,,85.80807282635944,349.5890276,
1973-06-07,,175.41296308610148,1214.838026,
1973-06-08,,116.94197535939729,951.838517,
1973-06-09,,106.31088668929287,626.1585356,
1973-06-10,,99.47661540556552,445.2252126,
1973-06-11,,92.64234412183816,339.2499806,
1973-06-12,,88.08616325818568,290.7856977,
1973-06-13,,84.28934587180859,274.6309367,
1973-06-14,,78.21443806535667,244.9061765,
1973-06-15,,74.41762067897959,217.766178,
1973-06-16,,73.65825721345557,204.1961788,
1973-06-17,,72.13953025890473,206.7809406,
1973-06-18,,72.89889373618014,196.4418935,
1973-06-19,,68.34271287252766,195.1495126,
1973-06-20,,66.06462244070141,187.3952274,
